tconst,titleType,primaryTitle,genres,Sinopsis
tt5337696,movie,USS Indianapolis: The Legacy,[99],"The Legacy Project tells the fate of the World War II heavy cruiser USS Indianapolis using exclusively first-person accounts. The last crew and their families share gripping stories of kamikaze attacks, invasions, a secret mission, and ultimately a devastating torpedo attack that killed three fourths of the crew. The survivors recall the 5 days they spent floating alone in the Pacific Ocean, their miraculous rescue, and how they fought together to clear their captain's name. Start to finish, this feature-length film flows from survivor to survivor as they finish each other's sentences. Set to a completely original score, the incredible story unfolds while rare WWII footage, a collection of previously unpublished photographs, open-ocean reenactments, and new footage from one of the last WWII era heavy cruisers in existence."
tt5344460,movie,Mithila Makhaan,[18],Mithila Makhaan is a maithili language family drama.
tt5350482,movie,Lovers,[18],
tt5351492,movie,Mon Jaai,[18],
tt5354160,movie,Mirror Game,"[80, 9648, 53]","Ayna is an actor and the prison is his stage. He slips into the characters of the powerful convicted in exchange of money and take their place in prison. This strange profession is borne out of a society that doesn't give him a chance to follow his passion of acting, but forces him to act in the real life. Falling in love with the girl next door changes his life equation and he decides to end this career with one last performance. But this one takes him too deep in the rabbit hole. The story unfolds on how an underdog survives in a society that is merciless and struggles his way out from the clutch of crime game which he is a part too."
tt5354848,movie,The Blue Triangle,"[18, -1]",
tt5359928,movie,Our Little Secret,[18],"Everybody has a secret. Two young sisters abandoned by their mother. A strange woman sleeping on their couch. A sinister fugitive hiding in their barn. FBI agents snooping around. And the world seems to be coming to an end - with a bang, not a whimper. Yes, this is going to be the best birthday ever!"
tt5368224,movie,Naanu Avanalla... Avalu,[18],"Young Maadesha has always felt like a woman from inside. While his small town parents dream of him being the 'man of the house', Maadesha instead follows his heart and becomes a woman, Vidya."
tt5368296,movie,Eric Clapton: Live at the Royal Albert Hall,[10402],2015 was a year of landmark events for Eric Clapton. He turned 70 in March and then in May he performed his 200th concert at London's famous Royal Albert Hall fifty years after his first performance there with The Yardbirds. Clapton's 7 night run at the venue was acclaimed by the critics and adored by the fans. The set list blended vintage blues tracks and Eric Clapton classics from across his astonishing career. Clapton has become synonymous with the Royal Albert Hall and this concert is the perfect combination of artist and venue creating a truly magical night for Eric Clapton fans everywhere.
tt5375100,movie,Paint Drying,[99],
tt5434104,movie,Resilience,[99],"Imagine the implications if the causes of medical conditions such as heart disease could be linked to adverse childhood experiences, also known as ACEs. That very connection is carefully explored in Resilience, which sheds light on the repercussions of early life traumas. New research shows how the previously unconnected links are evident in the health outcomes of adults."
tt5447852,movie,A Stray,[18],"Trying to outrun his bad luck, a young Muslim refugee in Minneapolis seems like he just might make it — until he crosses paths with a stray dog."
tt5458088,movie,Kammatti Paadam,"[28, 18]","Krishnan, who has been living away from his family and friends in Mumbai, gets a call from his friend Ganga in Kerala, out of the blue. He senses danger, and leaves for Kammattipadam, where both of them grew up."
tt5460658,movie,Life and a Day,[18],"Somaieh, the youngest daughter of an indigent family, is getting married and fear is overwhelming each and every member of the family regarding how to overcome their difficulties after she's gone."
tt5461134,movie,Kaadu Pookkunna Neram,[18],"A special battalion of police is deployed by the government to do away with Maoist menace (A banned Left organization) in a tribal village near forest. The police forcibly occupy a tribal primary school for their camp. One day, the police are on lookout for some people in the forest near the school at night. A policeman follows a person deep into the forest and nabs the person. The person arrested happens to be a woman. He tries to come out of the forest with the arrested person, but he loses his way in the wild. The woman knows the path to get out of the forest but she is not willing to show him the way. Thus, both the hunter and the hunted are stranded in the thick forest. Power, Crime, Man, Woman, the Hunter, the Hunted... all such equations change utterly and are no more what they used to be. The film has been very un-expected resemblance with Maoist hunt and killing happened last month in Kerala."
tt5461680,movie,Liberating a Continent: John Paul II and the Fall of Communism,[99],"One of history's greatest examples of the triumph of spiritual power over violence and oppression is vividly recounted in Liberating a Continent: John Paul II and the Fall of Communism, a new documentary film that poignantly captures the intricate role played by John Paul in the fall of Communism and the liberation of central and Eastern Europe."
tt5463262,movie,The Yakshagana Puppets,[99],
tt5465472,movie,Common Gender,[18],Common Gender is a 2012 Bangladeshi film starring Dolly Zahur and Chitralekha Guha. It is the first Bangladeshi film to portray the lives of Hijra or transgender people. It is one of the first films in world cinema to have two transgender people as lead characters. It was subsequently released in the United States.
tt5465828,movie,The Girl Who Saved My Life,[99],"When a documentary filmmaker returns to his native Kurdistan to document the refugees fleeing ISIS, he happens upon an abandoned 11-year-old girl lying in pain in the scorching heat and makes a fateful decision, which ends up shaping both their lives."
tt5471214,movie,Jinner Badshah,"[35, 18]",
tt5471482,movie,The Last Reformation: The Beginning,[99],A documentary about how the church is in need for a new reformation
tt5471570,movie,Amrutha Varshini,"[18, 10749]",The movie shows us what is going on in Ramesh's mind. He falls in love with Suhasini who is already married to Sharath Babu. Their journey in life with all the ups and downs is depicted in the film.
tt5475294,movie,Ella Brennan: Commanding the Table,[99],"Ella Brennan is a household name in the restaurant industry. Known today as the inspirational matriarch of the rambling Brennan family of New Orleans and the force of nature behind first Brennan's and then Commander's Palace. Fired by her family at one point, she shouldered on. She was the creator of elaborate New Orleans breakfasts and jazz brunches and revolutionized creole cuisine. A pioneer of the modern American food movement, she pushed her chefs to the forefront helping to launch the celebrity chef phenomenon."
tt5477194,movie,Iraivi,"[80, 18]",Three men try to overcome the problems in their lives not realising the impact their efforts are having on the women in their lives.
tt5478868,movie,Coffee & Cabbage,[35],"A young homeless man, yet charismatic and magnetic, breaks the chains that have bound him on a winning voyage to seek the volume of his courage and the strength of his passion."
tt5479204,movie,Matilda & Me,[99],"With exclusive access to the Australian rehearsals of his global theatre hit, Matilda &amp; Me charts the relationship between Tim Minchin and the musical he has become famous for."
tt5479244,movie,Dum spiro spero,[99],"Well-known Croatian author Pero Kvesić, who has been struggling with a severe lung disease, documents his death from his own point of view. Recording his everyday struggle, the picture resembles a peculiar blog filled with self-irony and witty comments about life and death. Although the world around continues to shrink, the hero and the director in one does not cease to fill it with sense."
